Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_seconds,pirelliCompound,Year,LapTime_prev,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,TempDelta,laps_diff,TrackTemp_RBF_Median,Humidity_RBF_Median,Pressure_RBF_Median,WindSpeed_RBF_Median,WindDirection_RBF_Median,TempDelta_RBF_Median
0 days 01:12:32.086000,LEC,16,0 days 00:01:25.467000,7.0,1.0,,,0 days 00:00:27.946000,0 days 00:00:29.207000,0 days 00:00:28.314000,0 days 01:11:34.597000,0 days 01:12:03.804000,0 days 01:12:32.118000,304.0,304.0,306.0,308.0,True,SOFT,7.0,True,Ferrari,0 days 01:11:06.619000,2022-09-11 13:12:06.860,1,1.0,False,,False,True,85.467,C4,2022,85.559,27.7,33.0,993.4,False,43.5,156.0,2.0,15.8,-0.09199999999999875,0.9990004998333749,0.02732372244729256,0.4312790286889842,0.9910403787728836,6.293988815800106e-54,0.7741419687922488
0 days 01:12:34.044000,VER,1,0 days 00:01:25.297000,7.0,1.0,,,0 days 00:00:28.071000,0 days 00:00:29.065000,0 days 00:00:28.161000,0 days 01:11:36.818000,0 days 01:12:05.883000,0 days 01:12:34.044000,301.0,304.0,304.0,307.0,True,SOFT,7.0,True,Red Bull Racing,0 days 01:11:08.747000,2022-09-11 13:12:08.988,1,2.0,False,,False,True,85.297,C4,2022,85.66,27.7,33.0,993.4,False,43.5,156.0,2.0,15.8,-0.36299999999999955,0.9990004998333749,0.02732372244729256,0.4312790286889842,0.9910403787728836,6.293988815800106e-54,0.7741419687922488
0 days 01:12:36.004000,RUS,63,0 days 00:01:26.255000,7.0,1.0,,,0 days 00:00:28.038000,0 days 00:00:29.650000,0 days 00:00:28.567000,0 days 01:11:37.810000,0 days 01:12:07.460000,0 days 01:12:36.027000,306.0,302.0,306.0,323.0,False,SOFT,7.0,True,Mercedes,0 days 01:11:09.749000,2022-09-11 13:12:09.990,1,3.0,False,,False,True,86.255,C4,2022,85.761,27.9,33.0,993.4,False,43.9,235.0,2.2,16.0,0.4939999999999998,0.9910403787728839,0.02732372244729256,0.4312790286889842,0.9753099120283326,8.328912575448956e-85,0.7232502423798431
0 days 01:12:44.680000,RIC,3,0 days 00:01:27.222000,7.0,1.0,,,0 days 00:00:28.342000,0 days 00:00:29.964000,0 days 00:00:28.916000,0 days 01:11:45.816000,0 days 01:12:15.780000,0 days 01:12:44.696000,305.0,303.0,302.0,312.0,True,MEDIUM,7.0,True,McLaren,0 days 01:11:17.458000,2022-09-11 13:12:17.699,1,4.0,False,,False,True,87.222,C3,2022,87.406,27.9,33.0,993.4,False,43.9,235.0,2.2,16.0,-0.1840000000000117,0.9910403787728839,0.02732372244729256,0.4312790286889842,0.9753099120283326,8.328912575448956e-85,0.7232502423798431
0 days 01:12:45.474000,GAS,10,0 days 00:01:27.368000,7.0,1.0,,,0 days 00:00:28.231000,0 days 00:00:29.919000,0 days 00:00:29.218000,0 days 01:11:46.361000,0 days 01:12:16.280000,0 days 01:12:45.498000,306.0,323.0,302.0,327.0,False,MEDIUM,7.0,True,Racing Bulls,0 days 01:11:18.106000,2022-09-11 13:12:18.347,1,5.0,False,,False,True,87.368,C3,2022,87.316,27.9,33.0,993.4,False,43.9,235.0,2.2,16.0,0.0519999999999925,0.9910403787728839,0.02732372244729256,0.4312790286889842,0.9753099120283326,8.328912575448956e-85,0.7232502423798431
0 days 01:12:46.116000,NOR,4,0 days 00:01:27.265000,7.0,1.0,,,0 days 00:00:28.226000,0 days 00:00:30.036000,0 days 00:00:29.003000,0 days 01:11:47.093000,0 days 01:12:17.129000,0 days 01:12:46.132000,311.0,322.0,305.0,315.0,True,MEDIUM,7.0,True,McLaren,0 days 01:11:18.851000,2022-09-11 13:12:19.092,1,6.0,False,,False,True,87.265,C3,2022,87.381,27.9,33.0,993.4,False,43.9,235.0,2.2,16.0,-0.11599999999999966,0.9910403787728839,0.02732372244729256,0.4312790286889842,0.9753099120283326,8.328912575448956e-85,0.7232502423798431
0 days 01:12:46.889000,ALO,14,0 days 00:01:27.203000,7.0,1.0,,,0 days 00:00:28.092000,0 days 00:00:29.990000,0 days 00:00:29.121000,0 days 01:11:47.806000,0 days 01:12:17.796000,0 days 01:12:46.917000,305.0,323.0,303.0,328.0,True,MEDIUM,7.0,True,Alpine,0 days 01:11:19.686000,2022-09-11 13:12:19.927,1,7.0,False,,False,True,87.203,C3,2022,87.446,27.9,33.0,993.4,False,43.9,235.0,2.2,16.0,-0.242999999999995,0.9910403787728839,0.02732372244729256,0.4312790286889842,0.9753099120283326,8.328912575448956e-85,0.7232502423798431
0 days 01:12:47.551000,DEV,45,0 days 00:01:27.341000,7.0,1.0,,,0 days 00:00:27.978000,0 days 00:00:30.198000,0 days 00:00:29.165000,0 days 01:11:48.210000,0 days 01:12:18.408000,0 days 01:12:47.573000,314.0,327.0,307.0,333.0,True,SOFT,7.0,True,Williams,0 days 01:11:20.210000,2022-09-11 13:12:20.451,1,8.0,False,,False,True,87.341,C4,2022,87.466,27.9,33.0,993.4,False,43.9,235.0,2.2,16.0,-0.125,0.9910403787728839,0.02732372244729256,0.4312790286889842,0.9753099120283326,8.328912575448956e-85,0.7232502423798431
0 days 01:12:48.152000,ZHO,24,0 days 00:01:27.300000,7.0,1.0,,,0 days 00:00:28.108000,0 days 00:00:29.973000,0 days 00:00:29.219000,0 days 01:11:48.989000,0 days 01:12:18.962000,0 days 01:12:48.181000,311.0,331.0,306.0,329.0,False,MEDIUM,7.0,True,Kick Sauber,0 days 01:11:20.852000,2022-09-11 13:12:21.093,1,9.0,False,,False,True,87.3,C3,2022,87.369,27.9,33.0,993.4,False,43.9,235.0,2.2,16.0,-0.06900000000000261,0.9910403787728839,0.02732372244729256,0.4312790286889842,0.9753099120283326,8.328912575448956e-85,0.7232502423798431
0 days 01:12:48.463000,SAI,55,0 days 00:01:26.477000,7.0,1.0,,,0 days 00:00:27.906000,0 days 00:00:29.669000,0 days 00:00:28.902000,0 days 01:11:49.921000,0 days 01:12:19.590000,0 days 01:12:48.492000,310.0,327.0,310.0,320.0,False,MEDIUM,7.0,True,Ferrari,0 days 01:11:21.986000,2022-09-11 13:12:22.227,1,10.0,False,,False,True,86.477,C3,2022,86.343,27.9,33.0,993.4,False,43.9,235.0,2.2,16.0,0.13400000000000034,0.9910403787728839,0.02732372244729256,0.4312790286889842,0.9753099120283326,8.328912575448956e-85,0.7232502423798431
