Carregando dados limpos de:
c:\Users\mpoli\Desktop\UFOP\9 PERIODO\TCC\Scripts\ModelData\Italian Grand Prix\italian_grand_prix_cleaned_data.csv

--- COMPARAÇÃO LINEAR REGRESSION WALK FORWARD (WF) ---
Ratio  Laps  Folds  RMSE_Media      IC_95%_RMSE  MAE_Media       IC_95%_MAE  R2_Media        IC_95%_R2
   5%     3     49      0.5782 [0.4326, 0.7238]     0.4307  [0.335, 0.5264]    0.7214 [0.5211, 0.9217]
  10%    46         48-51        52-52         170         32 0.4283 0.3632  0.8131
  10%    25         27-30        31-31         268         62 0.4341 0.3453  0.9349
   5%    38         40-41        42-42         107         62 0.4348 0.3443  0.9411
  20%    39         41-48        49-50         444         86 0.4429 0.3147  0.9535
   5%    28         30-31        32-32         129         61 0.4465 0.3526  0.9341
  15%    42         44-49        50-51         312         84 0.4525 0.3308  0.9476
   5%    44         46-47        48-48         104         45 0.4655 0.3618  0.9426
   5%     7          9-10        11-11         142         65 0.4674 0.3755  0.9042
   5%    27         29-30        31-31         137         62 0.4692 0.3887  0.9240
   5%    12         14-15        16-16         126         60 0.4811 0.3963  0.9072
  12%    46         48-51        52-53         170         56 0.4835 0.4003  0.7770
   5%     8         10-11        12-12         135         47 0.4847 0.4137  0.8667
   5%    48         50-51        52-52          84         32 0.5043 0.4074  0.7409
   5%    49         51-52        53-53          71         24 0.9124 0.7217  0.2544
   5%     9         11-12        13-13         112         59 0.9302 0.7204  0.6180
   5%    16         18-19        20-20         120         52 1.0072 0.7354  0.5852
   5%    45         47-48        49-49          89         41 1.0428 0.6636  0.7409
   5%     1           3-4          5-5         123         67 1.1267 0.9254  0.1855
  12%    43         45-48        49-50         212         86 1.2453 0.5852  0.6327
  10%    44         46-49        50-50         190         45 1.5330 0.7834  0.4447
   5%    15         17-18        19-19         124         58 1.5402 1.0474 -0.0540
  12%    44         46-49        50-51         190         84 1.7448 0.9045  0.2214
   5%     2           4-5          6-6         135         67 1.8409 1.4125 -1.0229
   5%    46         48-49        50-50          86         45 2.2618 1.0975 -0.2089
   5%     4           6-7          8-8         139         74 2.7807 1.9824 -3.4617
Arquivos .txt salvos em: c:\Users\mpoli\Desktop\UFOP\9 PERIODO\TCC\Scripts\Results\lr_wf_fold_results\italian_grand_prix\wf_geral

--- COMPARAÇÃO LINEAR REGRESSION WALK FORWARD (WF) | APENAS 2025 ---
Ano avaliado: 2025 | Voltas consideradas: 51 (3-53) | Treino: todos os anos (exceto a janela de teste de 2025 em cada fold)
Ratio  Laps  Folds  RMSE_Media      IC_95%_RMSE  MAE_Media       IC_95%_MAE  R2_Media        IC_95%_R2
   5%     3     49      0.2572 [0.2409, 0.2735]     0.2084 [0.1934, 0.2233]    0.7069 [0.6591, 0.7546]
  10%     5     47      0.2529 [0.2374, 0.2683]     0.2050 [0.1903, 0.2197]    0.7195 [0.6734, 0.7655]
  12%     6     46      0.2553  [0.243, 0.2676]     0.2058 [0.1945, 0.2171]    0.7231  [0.6822, 0.764]
  15%     8     44      0.2555 [0.2427, 0.2684]     0.2061  [0.1943, 0.218]    0.7218  [0.679, 0.7645]
  20%    10     42      0.2572  [0.244, 0.2703]     0.2080  [0.196, 0.2199]    0.7191 [0.6746, 0.7636]
  25%    13     39      0.2639 [0.2526, 0.2753]     0.2142 [0.2038, 0.2245]    0.7128 [0.6701, 0.7555]
  30%    15     37      0.2664 [0.2549, 0.2778]     0.2166  [0.2063, 0.227]    0.7070 [0.6628, 0.7512]
  35%    18     34      0.2734 [0.2637, 0.2831]     0.2225 [0.2134, 0.2316]    0.6956 [0.6538, 0.7374]
  40%    20     32      0.2742  [0.264, 0.2844]     0.2230 [0.2134, 0.2326]    0.6924 [0.6482, 0.7366]
  60%    31     21      0.2796  [0.269, 0.2902]     0.2255 [0.2148, 0.2362]    0.7012 [0.6492, 0.7531]

--- TODOS OS FOLDS (WF 2025) | MELHOR -> PIOR RMSE ---
Ratio  Fold Voltas_Teste_2025  Train_Regs_Total  Train_Regs_2022_2024  Train_Regs_2025_Passado  Test_Regs_2025   RMSE    MAE     R2
  10%     5             11-11              2314                  2178                      136              18 0.1340 0.1005 0.9141
   5%     7             11-11              2314                  2178                      136              18 0.1340 0.1005 0.9141
   5%    12             16-16              2406                  2178                      228              18 0.1615 0.1338 0.9157
  10%    10             16-16              2406                  2178                      228              18 0.1615 0.1338 0.9157
   5%    43             47-47              2889                  2178                      711              16 0.1658 0.1166 0.9198
  10%    41             47-47              2889                  2178                      711              16 0.1658 0.1166 0.9198
  10%    17             23-23              2523                  2178                      345              18 0.1671 0.1457 0.8847
   5%    19             23-23              2523                  2178                      345              18 0.1671 0.1457 0.8847
  12%     5             11-12              2314                  2178                      136              37 0.1689 0.1248 0.8764
  20%     1             11-12              2314                  2178                      136              37 0.1689 0.1248 0.8764
  15%     3             11-12              2314                  2178                      136              37 0.1689 0.1248 0.8764
  10%    38             44-44              2840                  2178                      662              17 0.1848 0.1236 0.8842
   5%    40             44-44              2840                  2178                      662              17 0.1848 0.1236 0.8842
  15%     8             16-17              2406                  2178                      228              37 0.1883 0.1502 0.8631
  12%    10             16-17              2406                  2178                      228              37 0.1883 0.1502 0.8631
  20%     6             16-17              2406                  2178                      228              37 0.1883 0.1502 0.8631
  15%     2             10-11              2296                  2178                      118              36 0.1900 0.1349 0.8342
  12%     4             10-11              2296                  2178                      118              36 0.1900 0.1349 0.8342
   5%     8             12-12              2332                  2178                      154              19 0.1947 0.1460 0.8493
  10%     6             12-12              2332                  2178                      154              19 0.1947 0.1460 0.8493
  15%    15             23-24              2523                  2178                      345              36 0.1973 0.1612 0.8346
  20%    13             23-24              2523                  2178                      345              36 0.1973 0.1612 0.8346
  12%    17             23-24              2523                  2178                      345              36 0.1973 0.1612 0.8346
  20%    34             44-45              2840                  2178                      662              33 0.1988 0.1462 0.8684
  15%    36             44-45              2840                  2178                      662              33 0.1988 0.1462 0.8684
  12%    38             44-45              2840                  2178                      662              33 0.1988 0.1462 0.8684
  12%     9             15-16              2387                  2178                      209              37 0.1989 0.1568 0.8788
  15%     7             15-16              2387                  2178                      209              37 0.1989 0.1568 0.8788
  20%     5             15-16              2387                  2178                      209              37 0.1989 0.1568 0.8788
  30%     1             15-17              2387                  2178                      209              56 0.2050 0.1608 0.8542
  25%     3             15-17              2387                  2178                      209              56 0.2050 0.1608 0.8542
  12%    37             43-44              2823                  2178                      645              34 0.2053 0.1554 0.8615
  20%    33             43-44              2823                  2178                      645              34 0.2053 0.1554 0.8615
  15%    35             43-44              2823                  2178                      645              34 0.2053 0.1554 0.8615
  15%     4             12-13              2332                  2178                      154              37 0.2062 0.1532 0.8240
  12%     6             12-13              2332                  2178                      154              37 0.2062 0.1532 0.8240
  20%     2             12-13              2332                  2178                      154              37 0.2062 0.1532 0.8240
  12%    40             46-47              2873                  2178                      695              32 0.2064 0.1629 0.8721
  15%    38             46-47              2873                  2178                      695              32 0.2064 0.1629 0.8721
  20%    36             46-47              2873                  2178                      695              32 0.2064 0.1629 0.8721
  35%    28             44-47              2840                  2178                      662              65 0.2072 0.1582 0.8659
  40%    26             44-47              2840                  2178                      662              65 0.2072 0.1582 0.8659
   5%    41             45-45              2857                  2178                      679              16 0.2086 0.1665 0.8563
  10%    39             45-45              2857                  2178                      679              16 0.2086 0.1665 0.8563
  25%     4             16-18              2406                  2178                      228              54 0.2102 0.1730 0.8483
  30%     2             16-18              2406                  2178                      228              54 0.2102 0.1730 0.8483
   5%    27             31-31              2647                  2178                      469              16 0.2102 0.1694 0.7390
  10%    25             31-31              2647                  2178                      469              16 0.2102 0.1694 0.7390
  10%    11             17-17              2424                  2178                      246              19 0.2105 0.1634 0.7894
   5%    13             17-17              2424                  2178                      246              19 0.2105 0.1634 0.7894
  25%    31             43-45              2823                  2178                      645              50 0.2107 0.1634 0.8549
  30%    29             43-45              2823                  2178                      645              50 0.2107 0.1634 0.8549
  25%     2             14-16              2369                  2178                      191              55 0.2110 0.1623 0.8419
  30%    31             45-47              2857                  2178                      679              48 0.2111 0.1675 0.8626
  25%    33             45-47              2857                  2178                      679              48 0.2111 0.1675 0.8626
  10%     7             13-13              2351                  2178                      173              18 0.2120 0.1583 0.8015
   5%     9             13-13              2351                  2178                      173              18 0.2120 0.1583 0.8015
  20%    21             31-32              2647                  2178                      469              32 0.2136 0.1670 0.7910
  12%    25             31-32              2647                  2178                      469              32 0.2136 0.1670 0.7910
  15%    23             31-32              2647                  2178                      469              32 0.2136 0.1670 0.7910
  30%    30             44-46              2840                  2178                      662              49 0.2147 0.1668 0.8511
  25%    32             44-46              2840                  2178                      662              49 0.2147 0.1668 0.8511
  15%    22             30-31              2632                  2178                      454              31 0.2149 0.1873 0.7130
  12%    24             30-31              2632                  2178                      454              31 0.2149 0.1873 0.7130
  20%    20             30-31              2632                  2178                      454              31 0.2149 0.1873 0.7130
  30%    16             30-32              2632                  2178                      454              47 0.2158 0.1803 0.7636
  25%    18             30-32              2632                  2178                      454              47 0.2158 0.1803 0.7636
  10%    18             24-24              2541                  2178                      363              18 0.2163 0.1693 0.7952
   5%    20             24-24              2541                  2178                      363              18 0.2163 0.1693 0.7952
   5%    26             30-30              2632                  2178                      454              15 0.2165 0.2014 0.6904
  10%    24             30-30              2632                  2178                      454              15 0.2165 0.2014 0.6904
  10%    26             32-32              2663                  2178                      485              16 0.2166 0.1623 0.8237
   5%    28             32-32              2663                  2178                      485              16 0.2166 0.1623 0.8237
   5%    39             43-43              2823                  2178                      645              17 0.2187 0.1821 0.8474
  10%    37             43-43              2823                  2178                      645              17 0.2187 0.1821 0.8474
  12%     7             13-14              2351                  2178                      173              36 0.2197 0.1692 0.7696
  20%     3             13-14              2351                  2178                      173              36 0.2197 0.1692 0.7696
  15%     5             13-14              2351                  2178                      173              36 0.2197 0.1692 0.7696
  40%    25             43-46              2823                  2178                      645              66 0.2204 0.1750 0.8446
  35%    27             43-46              2823                  2178                      645              66 0.2204 0.1750 0.8446
  10%    31             37-37              2742                  2178                      564              17 0.2227 0.1973 0.6426
   5%    33             37-37              2742                  2178                      564              17 0.2227 0.1973 0.6426
  25%    11             23-25              2523                  2178                      345              52 0.2238 0.1855 0.7828
  30%     9             23-25              2523                  2178                      345              52 0.2238 0.1855 0.7828
  20%    35             45-46              2857                  2178                      679              32 0.2256 0.1872 0.8374
  15%    37             45-46              2857                  2178                      679              32 0.2256 0.1872 0.8374
  12%    39             45-46              2857                  2178                      679              32 0.2256 0.1872 0.8374
  25%     1             13-15              2351                  2178                      173              55 0.2259 0.1751 0.7995
   5%    10             14-14              2369                  2178                      191              18 0.2266 0.1727 0.7299
  10%     8             14-14              2369                  2178                      191              18 0.2266 0.1727 0.7299
  10%     9             15-15              2387                  2178                      209              19 0.2294 0.1804 0.8453
   5%    11             15-15              2387                  2178                      209              19 0.2294 0.1804 0.8453
  15%     6             14-15              2369                  2178                      191              37 0.2301 0.1776 0.8019
  12%     8             14-15              2369                  2178                      191              37 0.2301 0.1776 0.8019
  20%     4             14-15              2369                  2178                      191              37 0.2301 0.1776 0.8019
  15%     9             17-18              2424                  2178                      246              36 0.2304 0.1905 0.8115
  12%    11             17-18              2424                  2178                      246              36 0.2304 0.1905 0.8115
  20%     7             17-18              2424                  2178                      246              36 0.2304 0.1905 0.8115
   5%    24             28-28              2604                  2178                      426              13 0.2310 0.1751 0.6141
  10%    22             28-28              2604                  2178                      426              13 0.2310 0.1751 0.6141
  35%    26             42-45              2807                  2178                      629              66 0.2350 0.1832 0.8359
  40%    24             42-45              2807                  2178                      629              66 0.2350 0.1832 0.8359
  25%    30             42-44              2807                  2178                      629              50 0.2358 0.1807 0.8375
  30%    28             42-44              2807                  2178                      629              50 0.2358 0.1807 0.8375
  60%    15             41-47              2797                  2178                      619             108 0.2362 0.1848 0.8519
  40%     5             23-26              2523                  2178                      345              67 0.2364 0.1923 0.7599
  35%     7             23-26              2523                  2178                      345              67 0.2364 0.1923 0.7599
  35%    14             30-33              2632                  2178                      454              62 0.2365 0.1966 0.7416
  40%    12             30-33              2632                  2178                      454              62 0.2365 0.1966 0.7416
   5%    42             46-46              2873                  2178                      695              16 0.2367 0.2050 0.8259
  10%    40             46-46              2873                  2178                      695              16 0.2367 0.2050 0.8259
  10%    14             20-20              2477                  2178                      299              15 0.2375 0.2031 0.7454
   5%    16             20-20              2477                  2178                      299              15 0.2375 0.2031 0.7454
  10%     4             10-10              2296                  2178                      118              18 0.2377 0.1731 0.7505
   5%     6             10-10              2296                  2178                      118              18 0.2377 0.1731 0.7505
  35%    25             41-44              2797                  2178                      619              60 0.2406 0.1833 0.8536
  40%    23             41-44              2797                  2178                      619              60 0.2406 0.1833 0.8536
  25%    19             31-33              2647                  2178                      469              47 0.2407 0.1916 0.7553
  30%    17             31-33              2647                  2178                      469              47 0.2407 0.1916 0.7553
  12%     2               8-9              2261                  2178                       83              35 0.2412 0.1949 0.7699
  20%    14             24-25              2541                  2178                      363              34 0.2416 0.1992 0.7397
  15%    16             24-25              2541                  2178                      363              34 0.2416 0.1992 0.7397
  12%    18             24-25              2541                  2178                      363              34 0.2416 0.1992 0.7397
  25%     5             17-19              2424                  2178                      246              53 0.2425 0.1917 0.7784
  30%     3             17-19              2424                  2178                      246              53 0.2425 0.1917 0.7784
  10%     2               8-8              2261                  2178                       83              18 0.2434 0.1861 0.7763
   5%     4               8-8              2261                  2178                       83              18 0.2434 0.1861 0.7763
  30%     8             22-24              2506                  2178                      328              53 0.2464 0.2048 0.7774
  25%    10             22-24              2506                  2178                      328              53 0.2464 0.2048 0.7774
  10%    45             51-51              2949                  2178                      771              15 0.2465 0.2076 0.8749
   5%    47             51-51              2949                  2178                      771              15 0.2465 0.2076 0.8749
  10%    12             18-18              2443                  2178                      265              17 0.2472 0.2134 0.8307
   5%    14             18-18              2443                  2178                      265              17 0.2472 0.2134 0.8307
  60%    14             40-46              2788                  2178                      610             101 0.2482 0.1956 0.8365
  15%    43             51-52              2949                  2178                      771              31 0.2490 0.2058 0.8349
  20%    41             51-52              2949                  2178                      771              31 0.2490 0.2058 0.8349
  12%    45             51-52              2949                  2178                      771              31 0.2490 0.2058 0.8349
  12%    12             18-19              2443                  2178                      265              34 0.2495 0.1950 0.7891
  15%    10             18-19              2443                  2178                      265              34 0.2495 0.1950 0.7891
  20%     8             18-19              2443                  2178                      265              34 0.2495 0.1950 0.7891
  12%    16             22-23              2506                  2178                      328              35 0.2499 0.2120 0.7886
  15%    14             22-23              2506                  2178                      328              35 0.2499 0.2120 0.7886
  20%    12             22-23              2506                  2178                      328              35 0.2499 0.2120 0.7886
  35%    29             45-48              2857                  2178                      679              65 0.2509 0.2008 0.7944
  40%    27             45-48              2857                  2178                      679              65 0.2509 0.2008 0.7944
  30%    10             24-26              2541                  2178                      363              49 0.2509 0.2035 0.7254
  25%    12             24-26              2541                  2178                      363              49 0.2509 0.2035 0.7254
  12%     3              9-10              2279                  2178                      101              35 0.2523 0.2006 0.7205
  15%     1              9-10              2279                  2178                      101              35 0.2523 0.2006 0.7205
  60%    17             43-49              2823                  2178                      645             113 0.2524 0.1948 0.7975
  60%    13             39-45              2775                  2178                      597              98 0.2525 0.2022 0.8240
  12%    31             37-38              2742                  2178                      564              33 0.2530 0.2137 0.6275
  15%    29             37-38              2742                  2178                      564              33 0.2530 0.2137 0.6275
  20%    27             37-38              2742                  2178                      564              33 0.2530 0.2137 0.6275
  12%    36             42-43              2807                  2178                      629              33 0.2535 0.2047 0.8231
  20%    32             42-43              2807                  2178                      629              33 0.2535 0.2047 0.8231
  15%    34             42-43              2807                  2178                      629              33 0.2535 0.2047 0.8231
  20%    22             32-33              2663                  2178                      485              31 0.2542 0.2007 0.7620
  15%    24             32-33              2663                  2178                      485              31 0.2542 0.2007 0.7620
  12%    26             32-33              2663                  2178                      485              31 0.2542 0.2007 0.7620
  10%    46             52-52              2964                  2178                      786              16 0.2543 0.2064 0.7369
   5%    48             52-52              2964                  2178                      786              16 0.2543 0.2064 0.7369
  10%    13             19-19              2460                  2178                      282              17 0.2547 0.1769 0.7124
   5%    15             19-19              2460                  2178                      282              17 0.2547 0.1769 0.7124
  25%     6             18-20              2443                  2178                      265              49 0.2548 0.2075 0.7691
  35%     1             17-20              2424                  2178                      246              68 0.2548 0.2081 0.7539
  30%     4             18-20              2443                  2178                      265              49 0.2548 0.2075 0.7691
  60%    16             42-48              2807                  2178                      629             115 0.2550 0.2034 0.8057
   5%    21             25-25              2559                  2178                      381              16 0.2551 0.2200 0.7031
  10%    19             25-25              2559                  2178                      381              16 0.2551 0.2200 0.7031
  35%     6             22-25              2506                  2178                      328              69 0.2556 0.2147 0.7491
  40%     4             22-25              2506                  2178                      328              69 0.2556 0.2147 0.7491
  15%    11             19-20              2460                  2178                      282              32 0.2563 0.2008 0.7141
  12%    13             19-20              2460                  2178                      282              32 0.2563 0.2008 0.7141
  20%     9             19-20              2460                  2178                      282              32 0.2563 0.2008 0.7141
  30%    27             41-43              2797                  2178                      619              43 0.2565 0.2037 0.8471
  25%    29             41-43              2797                  2178                      619              43 0.2565 0.2037 0.8471
  20%    40             50-51              2936                  2178                      758              28 0.2569 0.2077 0.8501
  12%    44             50-51              2936                  2178                      758              28 0.2569 0.2077 0.8501
  15%    42             50-51              2936                  2178                      758              28 0.2569 0.2077 0.8501
  60%    18             44-50              2840                  2178                      662             109 0.2576 0.1950 0.7957
  12%    19             25-26              2559                  2178                      381              31 0.2580 0.2131 0.7101
  20%    15             25-26              2559                  2178                      381              31 0.2580 0.2131 0.7101
  15%    17             25-26              2559                  2178                      381              31 0.2580 0.2131 0.7101
  40%    11             29-32              2617                  2178                      439              62 0.2581 0.2183 0.6684
  35%    13             29-32              2617                  2178                      439              62 0.2581 0.2183 0.6684
  30%    36             50-52              2936                  2178                      758              44 0.2583 0.2099 0.8224
  25%    38             50-52              2936                  2178                      758              44 0.2583 0.2099 0.8224
  25%    34             46-48              2873                  2178                      695              49 0.2588 0.2069 0.7797
  12%     1               7-8              2243                  2178                       65              36 0.2588 0.2034 0.7353
  30%    32             46-48              2873                  2178                      695              49 0.2588 0.2069 0.7797
   5%    22             26-26              2575                  2178                      397              15 0.2598 0.2068 0.7194
  10%    20             26-26              2575                  2178                      397              15 0.2598 0.2068 0.7194
   5%     5               9-9              2279                  2178                      101              17 0.2599 0.2188 0.7050
  10%     3               9-9              2279                  2178                      101              17 0.2599 0.2188 0.7050
  25%    25             37-39              2742                  2178                      564              46 0.2614 0.2277 0.5854
  30%    23             37-39              2742                  2178                      564              46 0.2614 0.2277 0.5854
  15%    12             20-21              2477                  2178                      299              29 0.2616 0.2224 0.6880
  20%    10             20-21              2477                  2178                      299              29 0.2616 0.2224 0.6880
  12%    14             20-21              2477                  2178                      299              29 0.2616 0.2224 0.6880
  60%    12             38-44              2759                  2178                      581              98 0.2630 0.2117 0.8017
  40%     3             21-24              2492                  2178                      314              67 0.2631 0.2208 0.7340
  35%     5             21-24              2492                  2178                      314              67 0.2631 0.2208 0.7340
  30%     7             21-23              2492                  2178                      314              49 0.2639 0.2244 0.7436
  25%     9             21-23              2492                  2178                      314              49 0.2639 0.2244 0.7436
  60%    19             45-51              2857                  2178                      679             107 0.2640 0.2064 0.7987
  35%    24             40-43              2788                  2178                      610              52 0.2650 0.2114 0.8335
  40%    22             40-43              2788                  2178                      610              52 0.2650 0.2114 0.8335
  35%    12             28-31              2604                  2178                      426              59 0.2651 0.2255 0.5882
  40%    10             28-31              2604                  2178                      426              59 0.2651 0.2255 0.5882
   5%    17             21-21              2492                  2178                      314              14 0.2659 0.2194 0.6643
  10%    15             21-21              2492                  2178                      314              14 0.2659 0.2194 0.6643
  20%    37             47-48              2889                  2178                      711              33 0.2660 0.2030 0.7589
  15%    39             47-48              2889                  2178                      711              33 0.2660 0.2030 0.7589
  12%    41             47-48              2889                  2178                      711              33 0.2660 0.2030 0.7589
  35%     2             18-21              2443                  2178                      265              63 0.2668 0.2209 0.7422
  25%    17             29-31              2617                  2178                      439              46 0.2681 0.2342 0.5968
  30%    15             29-31              2617                  2178                      439              46 0.2681 0.2342 0.5968
  60%    20             46-52              2873                  2178                      695             107 0.2686 0.2102 0.7890
  60%    11             37-43              2742                  2178                      564              98 0.2687 0.2240 0.7740
  40%    19             37-40              2742                  2178                      564              55 0.2693 0.2330 0.6566
  35%    21             37-40              2742                  2178                      564              55 0.2693 0.2330 0.6566
   5%    46             50-50              2936                  2178                      758              13 0.2700 0.2093 0.8058
  10%    44             50-50              2936                  2178                      758              13 0.2700 0.2093 0.8058
  35%    30             46-49              2873                  2178                      695              63 0.2712 0.2067 0.7583
  40%    28             46-49              2873                  2178                      695              63 0.2712 0.2067 0.7583
   5%    37             41-41              2797                  2178                      619              10 0.2713 0.2067 0.8849
  10%    35             41-41              2797                  2178                      619              10 0.2713 0.2067 0.8849
  30%     5             19-21              2460                  2178                      282              46 0.2715 0.2194 0.6821
  25%     7             19-21              2460                  2178                      282              46 0.2715 0.2194 0.6821
  40%    31             49-52              2922                  2178                      744              58 0.2727 0.2082 0.7928
  35%    33             49-52              2922                  2178                      744              58 0.2727 0.2082 0.7928
  40%     2             20-23              2477                  2178                      299              64 0.2728 0.2350 0.7149
  35%     4             20-23              2477                  2178                      299              64 0.2728 0.2350 0.7149
  40%    13             31-34              2647                  2178                      469              62 0.2734 0.2139 0.6818
  35%    15             31-34              2647                  2178                      469              62 0.2734 0.2139 0.6818
  20%    31             41-42              2797                  2178                      619              26 0.2760 0.2171 0.8469
  12%    35             41-42              2797                  2178                      619              26 0.2760 0.2171 0.8469
  15%    33             41-42              2797                  2178                      619              26 0.2760 0.2171 0.8469
  30%    35             49-51              2922                  2178                      744              42 0.2765 0.2047 0.8056
  25%    37             49-51              2922                  2178                      744              42 0.2765 0.2047 0.8056
  10%    33             39-39              2775                  2178                      597              13 0.2767 0.2563 0.4777
   5%    35             39-39              2775                  2178                      597              13 0.2767 0.2563 0.4777
  15%    30             38-39              2759                  2178                      581              29 0.2781 0.2427 0.5704
  20%    28             38-39              2759                  2178                      581              29 0.2781 0.2427 0.5704
  12%    32             38-39              2759                  2178                      581              29 0.2781 0.2427 0.5704
   5%     3               7-7              2243                  2178                       65              18 0.2782 0.2233 0.6784
  40%    29             47-50              2889                  2178                      711              60 0.2782 0.2032 0.7570
  35%    31             47-50              2889                  2178                      711              60 0.2782 0.2032 0.7570
  10%     1               7-7              2243                  2178                       65              18 0.2782 0.2233 0.6784
  25%    16             28-30              2604                  2178                      426              43 0.2783 0.2392 0.5407
  30%    14             28-30              2604                  2178                      426              43 0.2783 0.2392 0.5407
  25%    35             47-49              2889                  2178                      711              47 0.2795 0.2012 0.7358
  30%    33             47-49              2889                  2178                      711              47 0.2795 0.2012 0.7358
  40%    20             38-41              2759                  2178                      581              48 0.2799 0.2352 0.7600
   5%    34             38-38              2759                  2178                      581              16 0.2799 0.2304 0.6217
  35%    22             38-41              2759                  2178                      581              48 0.2799 0.2352 0.7600
  10%    32             38-38              2759                  2178                      581              16 0.2799 0.2304 0.6217
   5%    38             42-42              2807                  2178                      629              16 0.2801 0.2249 0.8073
  10%    36             42-42              2807                  2178                      629              16 0.2801 0.2249 0.8073
  25%    27             39-41              2775                  2178                      597              32 0.2812 0.2372 0.7916
  30%    25             39-41              2775                  2178                      597              32 0.2812 0.2372 0.7916
  25%    28             40-42              2788                  2178                      610              35 0.2824 0.2245 0.8297
  30%    26             40-42              2788                  2178                      610              35 0.2824 0.2245 0.8297
  35%    23             39-42              2775                  2178                      597              48 0.2825 0.2346 0.7957
  40%    21             39-42              2775                  2178                      597              48 0.2825 0.2346 0.7957
  20%    30             40-41              2788                  2178                      610              19 0.2829 0.2226 0.8460
  15%    32             40-41              2788                  2178                      610              19 0.2829 0.2226 0.8460
  12%    34             40-41              2788                  2178                      610              19 0.2829 0.2226 0.8460
  25%    26             38-40              2759                  2178                      581              38 0.2838 0.2449 0.6672
  30%    24             38-40              2759                  2178                      581              38 0.2838 0.2449 0.6672
  60%    21             47-53              2889                  2178                      711             105 0.2861 0.2213 0.7825
  12%    33             39-40              2775                  2178                      597              22 0.2873 0.2531 0.6834
  15%    31             39-40              2775                  2178                      597              22 0.2873 0.2531 0.6834
  20%    29             39-40              2775                  2178                      597              22 0.2873 0.2531 0.6834
   5%    29             33-33              2679                  2178                      501              15 0.2881 0.2394 0.6942
  10%    27             33-33              2679                  2178                      501              15 0.2881 0.2394 0.6942
  60%     2             28-34              2604                  2178                      426             105 0.2887 0.2375 0.6095
  25%    20             32-34              2663                  2178                      485              46 0.2889 0.2257 0.6741
  30%    18             32-34              2663                  2178                      485              46 0.2889 0.2257 0.6741
  40%     6             24-27              2541                  2178                      363              63 0.2898 0.2366 0.6359
  35%     8             24-27              2541                  2178                      363              63 0.2898 0.2366 0.6359
  40%     7             25-28              2559                  2178                      381              58 0.2905 0.2374 0.6221
  35%     9             25-28              2559                  2178                      381              58 0.2905 0.2374 0.6221
  12%    30             36-37              2724                  2178                      546              35 0.2907 0.2397 0.5316
  20%    26             36-37              2724                  2178                      546              35 0.2907 0.2397 0.5316
  15%    28             36-37              2724                  2178                      546              35 0.2907 0.2397 0.5316
  20%    39             49-50              2922                  2178                      744              27 0.2909 0.2018 0.7505
  12%    43             49-50              2922                  2178                      744              27 0.2909 0.2018 0.7505
  15%    41             49-50              2922                  2178                      744              27 0.2909 0.2018 0.7505
  60%     1             27-33              2590                  2178                      412             104 0.2911 0.2454 0.5952
  15%    21             29-30              2617                  2178                      439              30 0.2911 0.2616 0.5313
  12%    23             29-30              2617                  2178                      439              30 0.2911 0.2616 0.5313
  20%    19             29-30              2617                  2178                      439              30 0.2911 0.2616 0.5313
  40%    18             36-39              2724                  2178                      546              64 0.2912 0.2466 0.5298
  35%    20             36-39              2724                  2178                      546              64 0.2912 0.2466 0.5298
  25%    24             36-38              2724                  2178                      546              51 0.2921 0.2404 0.5485
  30%    22             36-38              2724                  2178                      546              51 0.2921 0.2404 0.5485
  35%    34             50-53              2936                  2178                      758              58 0.2929 0.2396 0.7978
  40%    32             50-53              2936                  2178                      758              58 0.2929 0.2396 0.7978
  30%    37             51-53              2949                  2178                      771              45 0.2932 0.2429 0.8039
  25%    39             51-53              2949                  2178                      771              45 0.2932 0.2429 0.8039
  40%    30             48-51              2905                  2178                      727              59 0.2941 0.2261 0.7545
  35%    32             48-51              2905                  2178                      727              59 0.2941 0.2261 0.7545
  60%    10             36-42              2724                  2178                      546              99 0.2945 0.2453 0.7037
  10%    29             35-35              2709                  2178                      531              15 0.2949 0.2399 0.2188
   5%    31             35-35              2709                  2178                      531              15 0.2949 0.2399 0.2188
  30%     6             20-22              2477                  2178                      299              46 0.2973 0.2597 0.6706
  25%     8             20-22              2477                  2178                      299              46 0.2973 0.2597 0.6706
   5%    36             40-40              2788                  2178                      610               9 0.2973 0.2425 0.7669
  10%    34             40-40              2788                  2178                      610               9 0.2973 0.2425 0.7669
  60%     9             35-41              2709                  2178                      531              98 0.2978 0.2487 0.6344
  35%    16             32-35              2663                  2178                      485              61 0.2984 0.2375 0.6196
  40%    14             32-35              2663                  2178                      485              61 0.2984 0.2375 0.6196
  30%    12             26-28              2575                  2178                      397              42 0.2989 0.2407 0.5835
  60%     4             30-36              2632                  2178                      454             110 0.2989 0.2397 0.6062
  25%    14             26-28              2575                  2178                      397              42 0.2989 0.2407 0.5835
  35%     3             19-22              2460                  2178                      282              63 0.2989 0.2517 0.6641
  40%     1             19-22              2460                  2178                      282              63 0.2989 0.2517 0.6641
  60%     3             29-35              2617                  2178                      439             107 0.2993 0.2487 0.5916
  25%    23             35-37              2709                  2178                      531              50 0.2997 0.2457 0.4378
  30%    21             35-37              2709                  2178                      531              50 0.2997 0.2457 0.4378
