Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_seconds,SessionType,Year,Race,pirelliCompound
0 days 01:21:01.360000,MSC,47,0 days 00:02:29.143000,23.0,3.0,,0 days 01:20:59.534000,0 days 00:01:14.088000,0 days 00:00:47.508000,0 days 00:00:27.547000,0 days 01:19:46.305000,0 days 01:20:33.813000,0 days 01:21:01.360000,230.0,238.0,,251.0,False,MEDIUM,15.0,True,Haas F1 Team,0 days 01:18:32.217000,,1,,,,False,False,149.143,FP1,2022,Bahrain Grand Prix,C2
0 days 00:20:33.515000,SAI,55,,1.0,1.0,0 days 00:18:39.801000,,,0 days 00:00:50.087000,0 days 00:00:25.828000,,0 days 00:20:07.828000,0 days 00:20:33.558000,203.0,206.0,268.0,195.0,False,HARD,1.0,True,Ferrari,0 days 00:18:39.801000,,1,,,,False,False,,FP1,2022,Bahrain Grand Prix,C1
0 days 00:22:12.260000,SAI,55,0 days 00:01:38.745000,2.0,1.0,,,0 days 00:00:32.149000,0 days 00:00:41.986000,0 days 00:00:24.610000,0 days 00:21:05.664000,0 days 00:21:47.650000,0 days 00:22:12.260000,231.0,258.0,264.0,278.0,True,HARD,2.0,True,Ferrari,0 days 00:20:33.515000,,12,,,,False,True,98.745,FP1,2022,Bahrain Grand Prix,C1
0 days 00:35:05.883000,SAI,55,,3.0,1.0,,0 days 00:24:24.245000,0 days 00:00:42.204000,,,0 days 00:22:54.606000,,,178.0,,,275.0,False,HARD,3.0,True,Ferrari,0 days 00:22:12.260000,,251,,,,False,False,,FP1,2022,Bahrain Grand Prix,C1
0 days 00:36:49.330000,SAI,55,,4.0,2.0,0 days 00:35:05.883000,,,0 days 00:00:43.118000,0 days 00:00:27.088000,,0 days 00:36:22.392000,0 days 00:36:49.390000,224.0,250.0,274.0,174.0,False,HARD,4.0,False,Ferrari,0 days 00:35:05.883000,,1,,,,False,False,,FP1,2022,Bahrain Grand Prix,C1
0 days 00:38:26.759000,SAI,55,0 days 00:01:37.429000,5.0,2.0,,,0 days 00:00:31.252000,0 days 00:00:41.875000,0 days 00:00:24.302000,0 days 00:37:20.582000,0 days 00:38:02.457000,0 days 00:38:26.759000,228.0,257.0,278.0,295.0,True,HARD,5.0,False,Ferrari,0 days 00:36:49.330000,,1,,,,False,True,97.429,FP1,2022,Bahrain Grand Prix,C1
0 days 00:40:03.934000,SAI,55,0 days 00:01:37.175000,6.0,2.0,,,0 days 00:00:31.005000,0 days 00:00:41.795000,0 days 00:00:24.375000,0 days 00:38:57.764000,0 days 00:39:39.559000,0 days 00:40:03.934000,227.0,254.0,278.0,302.0,True,HARD,6.0,False,Ferrari,0 days 00:38:26.759000,,1,,,,False,True,97.175,FP1,2022,Bahrain Grand Prix,C1
0 days 00:41:40.253000,SAI,55,0 days 00:01:36.319000,7.0,2.0,,,0 days 00:00:30.913000,0 days 00:00:41.460000,0 days 00:00:23.946000,0 days 00:40:34.847000,0 days 00:41:16.307000,0 days 00:41:40.253000,229.0,257.0,277.0,303.0,True,HARD,7.0,False,Ferrari,0 days 00:40:03.934000,,1,,,,False,True,96.319,FP1,2022,Bahrain Grand Prix,C1
0 days 00:43:40.530000,SAI,55,0 days 00:02:00.277000,8.0,2.0,,,0 days 00:00:31.251000,0 days 00:00:54.602000,0 days 00:00:34.424000,0 days 00:42:11.504000,0 days 00:43:06.106000,0 days 00:43:40.530000,221.0,214.0,278.0,297.0,False,HARD,8.0,False,Ferrari,0 days 00:41:40.253000,,1,,,,False,True,120.277,FP1,2022,Bahrain Grand Prix,C1
0 days 00:45:16.935000,SAI,55,0 days 00:01:36.405000,9.0,2.0,,,0 days 00:00:30.814000,0 days 00:00:41.563000,0 days 00:00:24.028000,0 days 00:44:11.344000,0 days 00:44:52.907000,0 days 00:45:16.935000,230.0,256.0,281.0,307.0,False,HARD,9.0,False,Ferrari,0 days 00:43:40.530000,,1,,,,False,True,96.405,FP1,2022,Bahrain Grand Prix,C1
0 days 00:47:09.433000,SAI,55,0 days 00:01:52.498000,10.0,2.0,,0 days 00:47:07.654000,0 days 00:00:36.962000,0 days 00:00:48.255000,0 days 00:00:27.281000,0 days 00:45:53.897000,0 days 00:46:42.152000,0 days 00:47:09.433000,180.0,240.0,,251.0,False,HARD,10.0,False,Ferrari,0 days 00:45:16.935000,,1,,,,False,False,112.498,FP1,2022,Bahrain Grand Prix,C1
0 days 00:56:44.209000,SAI,55,,11.0,3.0,0 days 00:54:52.296000,,,0 days 00:00:45.160000,0 days 00:00:35.657000,,0 days 00:56:08.693000,0 days 00:56:44.275000,213.0,154.0,280.0,206.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:47:09.433000,,12,,,,False,False,,FP1,2022,Bahrain Grand Prix,C2
0 days 00:58:36.343000,SAI,55,0 days 00:01:52.134000,12.0,3.0,,,0 days 00:00:34.669000,0 days 00:00:50.055000,0 days 00:00:27.410000,0 days 00:57:18.878000,0 days 00:58:08.933000,0 days 00:58:36.343000,98.0,142.0,283.0,306.0,False,MEDIUM,2.0,True,Ferrari,0 days 00:56:44.209000,,12,,,,False,True,112.134,FP1,2022,Bahrain Grand Prix,C2
0 days 01:00:31.409000,SAI,55,0 days 00:01:55.066000,13.0,3.0,,,0 days 00:00:30.071000,0 days 00:00:57.165000,0 days 00:00:27.830000,0 days 00:59:06.414000,0 days 01:00:03.579000,0 days 01:00:31.409000,236.0,146.0,281.0,311.0,False,MEDIUM,3.0,True,Ferrari,0 days 00:58:36.343000,,1,,,,False,True,115.066,FP1,2022,Bahrain Grand Prix,C2
0 days 01:02:06.020000,SAI,55,0 days 00:01:34.611000,14.0,3.0,,,0 days 00:00:30.206000,0 days 00:00:40.722000,0 days 00:00:23.683000,0 days 01:01:01.615000,0 days 01:01:42.337000,0 days 01:02:06.020000,233.0,261.0,281.0,309.0,True,MEDIUM,4.0,True,Ferrari,0 days 01:00:31.409000,,1,,,,False,True,94.611,FP1,2022,Bahrain Grand Prix,C2
0 days 01:04:21.870000,SAI,55,0 days 00:02:15.850000,15.0,3.0,,,0 days 00:00:41.742000,0 days 00:01:04.877000,0 days 00:00:29.231000,0 days 01:02:47.762000,0 days 01:03:52.639000,0 days 01:04:21.870000,151.0,153.0,280.0,250.0,False,MEDIUM,5.0,True,Ferrari,0 days 01:02:06.020000,,1,,,,False,True,135.85,FP1,2022,Bahrain Grand Prix,C2
0 days 01:06:03.039000,SAI,55,0 days 00:01:41.169000,16.0,3.0,,0 days 01:06:01.258000,0 days 00:00:30.296000,0 days 00:00:41.452000,0 days 00:00:29.421000,0 days 01:04:52.166000,0 days 01:05:33.618000,0 days 01:06:03.039000,232.0,205.0,,305.0,False,MEDIUM,6.0,True,Ferrari,0 days 01:04:21.870000,,1,,,,False,False,101.169,FP1,2022,Bahrain Grand Prix,C2
0 days 01:08:35.748000,SAI,55,,17.0,4.0,0 days 01:06:22.947000,,0 days 00:01:12.623000,0 days 00:00:46.780000,0 days 00:00:33.272000,0 days 01:07:15.840000,0 days 01:08:02.589000,0 days 01:08:35.776000,197.0,213.0,279.0,201.0,False,MEDIUM,7.0,False,Ferrari,0 days 01:06:03.039000,,1,,,,False,False,,FP1,2022,Bahrain Grand Prix,C2
0 days 01:10:17.363000,SAI,55,0 days 00:01:41.615000,18.0,4.0,,,0 days 00:00:30.390000,0 days 00:00:46.556000,0 days 00:00:24.669000,0 days 01:09:06.138000,0 days 01:09:52.694000,0 days 01:10:17.363000,235.0,183.0,269.0,309.0,False,MEDIUM,8.0,False,Ferrari,0 days 01:08:35.748000,,1,,,,False,True,101.615,FP1,2022,Bahrain Grand Prix,C2
0 days 01:11:54.375000,SAI,55,0 days 00:01:37.012000,19.0,4.0,,,0 days 00:00:31.375000,0 days 00:00:41.552000,0 days 00:00:24.085000,0 days 01:10:48.738000,0 days 01:11:30.290000,0 days 01:11:54.375000,230.0,256.0,268.0,277.0,False,MEDIUM,9.0,False,Ferrari,0 days 01:10:17.363000,,1,,,,False,True,97.012,FP1,2022,Bahrain Grand Prix,C2
0 days 01:13:35.288000,SAI,55,0 days 00:01:40.913000,20.0,4.0,,0 days 01:13:33.494000,0 days 00:00:31.494000,0 days 00:00:42.524000,0 days 00:00:26.895000,0 days 01:12:25.869000,0 days 01:13:08.393000,0 days 01:13:35.288000,229.0,246.0,,275.0,False,MEDIUM,10.0,False,Ferrari,0 days 01:11:54.375000,,1,,,,False,False,100.913,FP1,2022,Bahrain Grand Prix,C2
0 days 01:15:57.075000,SAI,55,0 days 00:02:21.787000,21.0,5.0,0 days 01:13:54.309000,,0 days 00:01:15.546000,0 days 00:00:42.144000,0 days 00:00:24.097000,0 days 01:14:50.834000,0 days 01:15:32.978000,0 days 01:15:57.075000,227.0,253.0,269.0,204.0,False,MEDIUM,11.0,False,Ferrari,0 days 01:13:35.288000,,1,,,,False,False,141.787,FP1,2022,Bahrain Grand Prix,C2
0 days 01:17:49.203000,SAI,55,0 days 00:01:52.128000,22.0,5.0,,,0 days 00:00:31.439000,0 days 00:00:45.835000,0 days 00:00:34.854000,0 days 01:16:28.514000,0 days 01:17:14.349000,0 days 01:17:49.203000,230.0,192.0,56.0,276.0,False,MEDIUM,12.0,False,Ferrari,0 days 01:15:57.075000,,1,,,,False,True,112.128,FP1,2022,Bahrain Grand Prix,C2
0 days 01:20:17.420000,SAI,55,0 days 00:02:28.217000,23.0,5.0,,0 days 01:20:15.554000,0 days 00:01:13.011000,0 days 00:00:47.415000,0 days 00:00:27.791000,0 days 01:19:02.214000,0 days 01:19:49.629000,0 days 01:20:17.420000,210.0,229.0,,248.0,False,MEDIUM,13.0,False,Ferrari,0 days 01:17:49.203000,,1,,,,False,False,148.217,FP1,2022,Bahrain Grand Prix,C2
0 days 00:18:25.987000,RUS,63,,1.0,1.0,0 days 00:16:18.026000,,,0 days 00:00:48.413000,0 days 00:00:30.679000,,0 days 00:17:55.449000,0 days 00:18:26.021000,219.0,235.0,263.0,194.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:16:18.026000,,1,,,,False,False,,FP1,2022,Bahrain Grand Prix,C2
0 days 00:20:04.407000,RUS,63,0 days 00:01:38.420000,2.0,1.0,,,0 days 00:00:31.919000,0 days 00:00:42.290000,0 days 00:00:24.211000,0 days 00:18:57.906000,0 days 00:19:40.196000,0 days 00:20:04.407000,232.0,256.0,264.0,277.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:18:25.987000,,1,,,,False,True,98.42,FP1,2022,Bahrain Grand Prix,C2
0 days 00:22:06.370000,RUS,63,0 days 00:02:01.963000,3.0,1.0,,,0 days 00:00:38.405000,0 days 00:00:53.928000,0 days 00:00:29.630000,0 days 00:20:42.812000,0 days 00:21:36.740000,0 days 00:22:06.370000,167.0,208.0,248.0,265.0,False,MEDIUM,3.0,True,Mercedes,0 days 00:20:04.407000,,12,,,,False,True,121.963,FP1,2022,Bahrain Grand Prix,C2
0 days 00:35:16.924000,RUS,63,,4.0,1.0,,0 days 00:24:22.298000,0 days 00:00:40.081000,,,0 days 00:22:46.623000,,,153.0,,,277.0,False,MEDIUM,4.0,True,Mercedes,0 days 00:22:06.370000,,251,,,,False,False,,FP1,2022,Bahrain Grand Prix,C2
0 days 00:37:43.159000,RUS,63,,5.0,2.0,0 days 00:35:16.924000,,,0 days 00:00:49.589000,0 days 00:00:47.559000,,0 days 00:36:55.717000,0 days 00:37:43.241000,205.0,239.0,274.0,200.0,False,MEDIUM,5.0,False,Mercedes,0 days 00:35:16.924000,,1,,,,False,False,,FP1,2022,Bahrain Grand Prix,C2
0 days 00:39:20.412000,RUS,63,0 days 00:01:37.253000,6.0,2.0,,,0 days 00:00:31.189000,0 days 00:00:42.046000,0 days 00:00:24.018000,0 days 00:38:14.348000,0 days 00:38:56.394000,0 days 00:39:20.412000,232.0,258.0,278.0,304.0,True,MEDIUM,6.0,False,Mercedes,0 days 00:37:43.159000,,1,,,,False,True,97.253,FP1,2022,Bahrain Grand Prix,C2
0 days 00:41:31.825000,RUS,63,0 days 00:02:11.413000,7.0,2.0,,,0 days 00:00:37.987000,0 days 00:00:58.681000,0 days 00:00:34.745000,0 days 00:39:58.399000,0 days 00:40:57.080000,0 days 00:41:31.825000,150.0,199.0,274.0,285.0,False,MEDIUM,7.0,False,Mercedes,0 days 00:39:20.412000,,1,,,,False,True,131.413,FP1,2022,Bahrain Grand Prix,C2
0 days 00:43:08.312000,RUS,63,0 days 00:01:36.487000,8.0,2.0,,,0 days 00:00:30.626000,0 days 00:00:41.768000,0 days 00:00:24.093000,0 days 00:42:02.451000,0 days 00:42:44.219000,0 days 00:43:08.312000,231.0,262.0,266.0,305.0,True,MEDIUM,8.0,False,Mercedes,0 days 00:41:31.825000,,1,,,,False,True,96.487,FP1,2022,Bahrain Grand Prix,C2
0 days 00:44:46.268000,RUS,63,0 days 00:01:37.956000,9.0,2.0,,,0 days 00:00:31.530000,0 days 00:00:41.964000,0 days 00:00:24.462000,0 days 00:43:39.842000,0 days 00:44:21.806000,0 days 00:44:46.268000,227.0,251.0,238.0,280.0,False,MEDIUM,9.0,False,Mercedes,0 days 00:43:08.312000,,1,,,,False,True,97.956,FP1,2022,Bahrain Grand Prix,C2
0 days 00:46:45.826000,RUS,63,0 days 00:01:59.558000,10.0,2.0,,0 days 00:46:44.073000,0 days 00:00:38.689000,0 days 00:00:52.201000,0 days 00:00:28.668000,0 days 00:45:24.957000,0 days 00:46:17.158000,0 days 00:46:45.826000,216.0,181.0,,159.0,False,MEDIUM,10.0,False,Mercedes,0 days 00:44:46.268000,,1,,,,False,False,119.558,FP1,2022,Bahrain Grand Prix,C2
0 days 00:56:49.802000,RUS,63,,11.0,3.0,0 days 00:54:53.403000,,,0 days 00:00:47.738000,0 days 00:00:36.889000,,0 days 00:56:13.045000,0 days 00:56:49.861000,223.0,238.0,276.0,197.0,False,SOFT,1.0,True,Mercedes,0 days 00:46:45.826000,,12,,,,False,False,,FP1,2022,Bahrain Grand Prix,C3
0 days 00:58:24.431000,RUS,63,0 days 00:01:34.629000,12.0,3.0,,,0 days 00:00:30.352000,0 days 00:00:40.672000,0 days 00:00:23.605000,0 days 00:57:20.154000,0 days 00:58:00.826000,0 days 00:58:24.431000,234.0,261.0,275.0,304.0,True,SOFT,2.0,True,Mercedes,0 days 00:56:49.802000,,12,,,,False,True,94.629,FP1,2022,Bahrain Grand Prix,C3
0 days 01:00:28.557000,RUS,63,0 days 00:02:04.126000,13.0,3.0,,0 days 01:00:26.797000,0 days 00:00:38.001000,0 days 00:00:56.044000,0 days 00:00:30.081000,0 days 00:59:02.432000,0 days 00:59:58.476000,0 days 01:00:28.557000,168.0,184.0,,274.0,False,SOFT,3.0,True,Mercedes,0 days 00:58:24.431000,,1,,,,False,False,124.126,FP1,2022,Bahrain Grand Prix,C3
0 days 01:03:09.925000,RUS,63,,14.0,4.0,0 days 01:00:52.576000,,0 days 00:01:17.298000,0 days 00:00:53.461000,0 days 00:00:30.562000,0 days 01:01:45.990000,0 days 01:02:39.443000,0 days 01:03:09.944000,209.0,233.0,276.0,205.0,False,SOFT,4.0,False,Mercedes,0 days 01:00:28.557000,,1,,,,False,False,,FP1,2022,Bahrain Grand Prix,C3
0 days 01:04:45.514000,RUS,63,0 days 00:01:35.589000,15.0,4.0,,,0 days 00:00:30.369000,0 days 00:00:41.039000,0 days 00:00:24.181000,0 days 01:03:40.294000,0 days 01:04:21.333000,0 days 01:04:45.514000,234.0,259.0,267.0,303.0,False,SOFT,5.0,False,Mercedes,0 days 01:03:09.925000,,1,,,,False,True,95.589,FP1,2022,Bahrain Grand Prix,C3
0 days 01:06:58.761000,RUS,63,0 days 00:02:13.247000,16.0,4.0,,0 days 01:06:56.963000,0 days 00:00:39.729000,0 days 00:01:01.304000,0 days 00:00:32.214000,0 days 01:05:25.243000,0 days 01:06:26.547000,0 days 01:06:58.761000,125.0,145.0,,278.0,False,SOFT,6.0,False,Mercedes,0 days 01:04:45.514000,,1,,,,False,False,133.247,FP1,2022,Bahrain Grand Prix,C3
0 days 01:09:35.009000,RUS,63,,17.0,5.0,0 days 01:07:22.053000,,0 days 00:01:15.771000,0 days 00:00:52.720000,0 days 00:00:27.761000,0 days 01:08:14.617000,0 days 01:09:07.332000,0 days 01:09:35.075000,221.0,212.0,276.0,205.0,False,SOFT,7.0,False,Mercedes,0 days 01:06:58.761000,,1,,,,False,False,,FP1,2022,Bahrain Grand Prix,C3
0 days 01:11:09.973000,RUS,63,0 days 00:01:34.964000,18.0,5.0,,,0 days 00:00:30.361000,0 days 00:00:40.695000,0 days 00:00:23.908000,0 days 01:10:05.370000,0 days 01:10:46.065000,0 days 01:11:09.973000,233.0,262.0,267.0,301.0,False,SOFT,8.0,False,Mercedes,0 days 01:09:35.009000,,1,,,,False,True,94.964,FP1,2022,Bahrain Grand Prix,C3
0 days 01:13:14.594000,RUS,63,0 days 00:02:04.621000,19.0,5.0,,,0 days 00:00:39.428000,0 days 00:00:54.371000,0 days 00:00:30.822000,0 days 01:11:49.401000,0 days 01:12:43.772000,0 days 01:13:14.594000,159.0,140.0,278.0,280.0,False,SOFT,9.0,False,Mercedes,0 days 01:11:09.973000,,1,,,,False,True,124.621,FP1,2022,Bahrain Grand Prix,C3
0 days 01:14:49.803000,RUS,63,0 days 00:01:35.209000,20.0,5.0,,,0 days 00:00:30.269000,0 days 00:00:40.902000,0 days 00:00:24.038000,0 days 01:13:44.863000,0 days 01:14:25.765000,0 days 01:14:49.803000,233.0,261.0,267.0,303.0,False,SOFT,10.0,False,Mercedes,0 days 01:13:14.594000,,1,,,,False,True,95.209,FP1,2022,Bahrain Grand Prix,C3
0 days 01:16:44.598000,RUS,63,0 days 00:01:54.795000,21.0,5.0,,,0 days 00:00:31.586000,0 days 00:00:44.052000,0 days 00:00:39.157000,0 days 01:15:21.389000,0 days 01:16:05.441000,0 days 01:16:44.598000,232.0,143.0,233.0,280.0,False,SOFT,11.0,False,Mercedes,0 days 01:14:49.803000,,1,,,,False,True,114.795,FP1,2022,Bahrain Grand Prix,C3
0 days 01:18:49.076000,RUS,63,0 days 00:02:04.478000,22.0,5.0,,,0 days 00:00:38.052000,0 days 00:00:49.497000,0 days 00:00:36.929000,0 days 01:17:22.650000,0 days 01:18:12.147000,0 days 01:18:49.076000,217.0,180.0,48.0,160.0,False,SOFT,12.0,False,Mercedes,0 days 01:16:44.598000,,1,,,,False,True,124.478,FP1,2022,Bahrain Grand Prix,C3
0 days 01:21:42.914000,RUS,63,,23.0,5.0,,0 days 01:21:41.117000,0 days 00:01:12.041000,0 days 00:01:08.469000,0 days 00:00:33.323000,0 days 01:20:01.219000,0 days 01:21:09.671000,0 days 01:21:42.914000,224.0,208.0,,256.0,False,SOFT,13.0,False,Mercedes,0 days 01:18:49.076000,,1,,,,False,False,,FP1,2022,Bahrain Grand Prix,C3
0 days 00:17:48.619000,BOT,77,,1.0,1.0,0 days 00:15:07.394000,0 days 00:17:46.791000,,0 days 00:01:11.785000,0 days 00:00:46.651000,,0 days 00:17:02.067000,0 days 00:17:48.619000,147.0,115.0,,130.0,False,HARD,1.0,True,Alfa Romeo,0 days 00:15:07.394000,,1,,,,False,False,,FP1,2022,Bahrain Grand Prix,C1
0 days 01:08:16.632000,BOT,77,,2.0,2.0,0 days 01:05:22.617000,0 days 01:08:14.830000,,0 days 00:01:16.456000,0 days 00:00:49.427000,,0 days 01:07:27.347000,0 days 01:08:16.632000,65.0,114.0,,177.0,False,SOFT,1.0,True,Alfa Romeo,0 days 01:05:22.617000,,1,,,,False,False,,FP1,2022,Bahrain Grand Prix,C3
0 days 00:24:42.693000,VER,1,,1.0,1.0,0 days 00:22:56.653000,,,0 days 00:00:46.318000,0 days 00:00:26.756000,,0 days 00:24:16.059000,0 days 00:24:42.721000,220.0,244.0,283.0,189.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:22:56.653000,,1,,,,False,False,,FP2,2022,Bahrain Grand Prix,C2
0 days 00:26:16.314000,VER,1,0 days 00:01:33.621000,2.0,1.0,,,0 days 00:00:29.993000,0 days 00:00:40.202000,0 days 00:00:23.426000,0 days 00:25:12.686000,0 days 00:25:52.888000,0 days 00:26:16.314000,233.0,267.0,281.0,317.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:24:42.693000,,1,,,,False,True,93.621,FP2,2022,Bahrain Grand Prix,C2
0 days 00:28:51.594000,VER,1,,3.0,1.0,,,0 days 00:00:49.428000,0 days 00:01:13.425000,0 days 00:00:32.433000,0 days 00:27:05.833000,0 days 00:28:19.359000,0 days 00:28:51.655000,124.0,102.0,282.0,207.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 00:26:16.314000,,1,,,,False,False,,FP2,2022,Bahrain Grand Prix,C2
0 days 00:30:25.285000,VER,1,0 days 00:01:33.691000,4.0,1.0,,,0 days 00:00:30.185000,0 days 00:00:40.076000,0 days 00:00:23.430000,0 days 00:29:21.779000,0 days 00:30:01.855000,0 days 00:30:25.285000,232.0,267.0,282.0,315.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 00:28:51.594000,,1,,,,False,True,93.691,FP2,2022,Bahrain Grand Prix,C2
0 days 00:32:07.796000,VER,1,0 days 00:01:42.511000,5.0,1.0,,0 days 00:32:06.008000,0 days 00:00:32.347000,0 days 00:00:42.273000,0 days 00:00:27.891000,0 days 00:30:57.632000,0 days 00:31:39.905000,0 days 00:32:07.796000,218.0,253.0,,252.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 00:30:25.285000,,1,,,,False,False,102.511,FP2,2022,Bahrain Grand Prix,C2
0 days 00:44:48.825000,VER,1,,6.0,2.0,0 days 00:42:52.754000,,,0 days 00:00:55.019000,0 days 00:00:24.951000,,0 days 00:44:23.966000,0 days 00:44:48.856000,165.0,225.0,282.0,189.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:32:07.796000,,1,,,,False,False,,FP2,2022,Bahrain Grand Prix,C3
0 days 00:46:20.761000,VER,1,0 days 00:01:31.936000,7.0,2.0,,,0 days 00:00:29.376000,0 days 00:00:39.507000,0 days 00:00:23.053000,0 days 00:45:18.201000,0 days 00:45:57.708000,0 days 00:46:20.761000,235.0,266.0,282.0,314.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:44:48.825000,,1,,,,False,True,91.936,FP2,2022,Bahrain Grand Prix,C3
0 days 00:48:09.442000,VER,1,0 days 00:01:48.681000,8.0,2.0,,0 days 00:48:07.646000,0 days 00:00:35.829000,0 days 00:00:44.810000,0 days 00:00:28.042000,0 days 00:46:56.590000,0 days 00:47:41.400000,0 days 00:48:09.442000,204.0,216.0,,287.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:46:20.761000,,1,,,,False,False,108.681,FP2,2022,Bahrain Grand Prix,C3
0 days 00:58:25.520000,VER,1,,9.0,3.0,0 days 00:56:21.848000,0 days 00:58:23.659000,,0 days 00:00:48.171000,0 days 00:00:28.579000,,0 days 00:57:57.032000,0 days 00:58:25.520000,192.0,222.0,,200.0,False,SOFT,4.0,False,Red Bull Racing,0 days 00:48:09.442000,,1,,,,False,False,,FP2,2022,Bahrain Grand Prix,C3
0 days 01:00:35.088000,VER,1,0 days 00:02:09.568000,10.0,4.0,0 days 00:58:46.187000,,0 days 00:01:01.145000,0 days 00:00:43.033000,0 days 00:00:25.390000,0 days 00:59:26.665000,0 days 01:00:09.698000,0 days 01:00:35.088000,227.0,254.0,270.0,203.0,False,SOFT,5.0,False,Red Bull Racing,0 days 00:58:25.520000,,1,,,,False,False,129.568,FP2,2022,Bahrain Grand Prix,C3
0 days 01:02:12.253000,VER,1,0 days 00:01:37.165000,11.0,4.0,,,0 days 00:00:31.045000,0 days 00:00:41.616000,0 days 00:00:24.504000,0 days 01:01:06.133000,0 days 01:01:47.749000,0 days 01:02:12.253000,229.0,257.0,269.0,290.0,False,SOFT,6.0,False,Red Bull Racing,0 days 01:00:35.088000,,1,,,,False,True,97.165,FP2,2022,Bahrain Grand Prix,C3
0 days 01:03:49.385000,VER,1,0 days 00:01:37.132000,12.0,4.0,,,0 days 00:00:31.174000,0 days 00:00:41.719000,0 days 00:00:24.239000,0 days 01:02:43.427000,0 days 01:03:25.146000,0 days 01:03:49.385000,229.0,255.0,269.0,293.0,False,SOFT,7.0,False,Red Bull Racing,0 days 01:02:12.253000,,1,,,,False,True,97.132,FP2,2022,Bahrain Grand Prix,C3
0 days 01:05:26.522000,VER,1,0 days 00:01:37.137000,13.0,4.0,,,0 days 00:00:31.132000,0 days 00:00:41.819000,0 days 00:00:24.186000,0 days 01:04:20.517000,0 days 01:05:02.336000,0 days 01:05:26.522000,229.0,254.0,270.0,293.0,False,SOFT,8.0,False,Red Bull Racing,0 days 01:03:49.385000,,1,,,,False,True,97.137,FP2,2022,Bahrain Grand Prix,C3
0 days 01:07:04.265000,VER,1,0 days 00:01:37.743000,14.0,4.0,,,0 days 00:00:31.201000,0 days 00:00:42.097000,0 days 00:00:24.445000,0 days 01:05:57.723000,0 days 01:06:39.820000,0 days 01:07:04.265000,229.0,254.0,270.0,293.0,False,SOFT,9.0,False,Red Bull Racing,0 days 01:05:26.522000,,1,,,,False,True,97.743,FP2,2022,Bahrain Grand Prix,C3
0 days 01:08:41.763000,VER,1,0 days 00:01:37.498000,15.0,4.0,,,0 days 00:00:31.211000,0 days 00:00:42.040000,0 days 00:00:24.247000,0 days 01:07:35.476000,0 days 01:08:17.516000,0 days 01:08:41.763000,229.0,255.0,270.0,293.0,False,SOFT,10.0,False,Red Bull Racing,0 days 01:07:04.265000,,1,,,,False,True,97.498,FP2,2022,Bahrain Grand Prix,C3
0 days 01:10:19.381000,VER,1,0 days 00:01:37.618000,16.0,4.0,,,0 days 00:00:31.243000,0 days 00:00:42.119000,0 days 00:00:24.256000,0 days 01:09:13.006000,0 days 01:09:55.125000,0 days 01:10:19.381000,227.0,250.0,270.0,296.0,False,SOFT,11.0,False,Red Bull Racing,0 days 01:08:41.763000,,1,,,,False,True,97.618,FP2,2022,Bahrain Grand Prix,C3
0 days 01:11:57.199000,VER,1,0 days 00:01:37.818000,17.0,4.0,,,0 days 00:00:31.311000,0 days 00:00:42.249000,0 days 00:00:24.258000,0 days 01:10:50.692000,0 days 01:11:32.941000,0 days 01:11:57.199000,229.0,258.0,285.0,295.0,False,SOFT,12.0,False,Red Bull Racing,0 days 01:10:19.381000,,1,,,,False,True,97.818,FP2,2022,Bahrain Grand Prix,C3
0 days 01:13:34.711000,VER,1,0 days 00:01:37.512000,18.0,4.0,,,0 days 00:00:30.822000,0 days 00:00:42.440000,0 days 00:00:24.250000,0 days 01:12:28.021000,0 days 01:13:10.461000,0 days 01:13:34.711000,230.0,257.0,274.0,312.0,False,SOFT,13.0,False,Red Bull Racing,0 days 01:11:57.199000,,1,,,,False,True,97.512,FP2,2022,Bahrain Grand Prix,C3
0 days 01:15:12.335000,VER,1,0 days 00:01:37.624000,19.0,4.0,,,0 days 00:00:31.222000,0 days 00:00:42.199000,0 days 00:00:24.203000,0 days 01:14:05.933000,0 days 01:14:48.132000,0 days 01:15:12.335000,230.0,251.0,274.0,293.0,False,SOFT,14.0,False,Red Bull Racing,0 days 01:13:34.711000,,1,,,,False,True,97.624,FP2,2022,Bahrain Grand Prix,C3
